country,sector,indicator,subComponent,component,score
Canada (Alberta),Oil and Gas,Open data inventory,Open data,Enabling environment,96.4
Canada (Alberta),Oil and Gas,Political stability and absence of violence,Political stability and absence of violence,Enabling environment,98.7
Canada (Alberta),Oil and Gas,Regulatory quality,Regulatory quality,Enabling environment,96.3
Canada (Alberta),Oil and Gas,Rule of law,Rule of law,Enabling environment,97.5
Canada (Alberta),Oil and Gas,Voice and accountability,Voice and accountability,Enabling environment,97.5
Canada (Alberta),Oil and Gas,Fiscal rule practice,National budgeting,Revenue management,0
Canada (Alberta),Oil and Gas,Fiscal rules,National budgeting,Revenue management,100
Canada (Alberta),Oil and Gas,National budget disclosure,National budgeting,Revenue management,100
Canada (Alberta),Oil and Gas,National debt disclosure,National budgeting,Revenue management,60
Canada (Alberta),Oil and Gas,Online data portal,National budgeting,Revenue management,0
Canada (Alberta),Oil and Gas,SWF deposit and withdrawal practice,Sovereign wealth funds,Revenue management,40
Canada (Alberta),Oil and Gas,SWF deposit and withdrawal rules,Sovereign wealth funds,Revenue management,50
Canada (Alberta),Oil and Gas,SWF financial reporting practice,Sovereign wealth funds,Revenue management,6.666666666666667
Canada (Alberta),Oil and Gas,SWF financial reporting rules,Sovereign wealth funds,Revenue management,33.333333333333336
Canada (Alberta),Oil and Gas,SWF investment practice,Sovereign wealth funds,Revenue management,45
Canada (Alberta),Oil and Gas,SWF investment rules,Sovereign wealth funds,Revenue management,0
Canada (Alberta),Oil and Gas,Subnational transfer agency rules,Subnational resource revenue sharing,Revenue management,38.5
Canada (Alberta),Oil and Gas,Subnational transfer disclosure,Subnational resource revenue sharing,Revenue management,56.46666666666667
Canada (Alberta),Oil and Gas,Subnational transfer rules,Subnational resource revenue sharing,Revenue management,77
Canada (Alberta),Oil and Gas,Cadastre,Licensing,Value extraction,100
Canada (Alberta),Oil and Gas,Contract disclosure,Licensing,Value extraction,0
Canada (Alberta),Oil and Gas,Contract disclosure rules,Licensing,Value extraction,0
Canada (Alberta),Oil and Gas,Financial interest disclosure practice,Licensing,Value extraction,60
Canada (Alberta),Oil and Gas,Financial interest disclosure rules,Licensing,Value extraction,35
Canada (Alberta),Oil and Gas,Post-licensing round practice,Licensing,Value extraction,50
Canada (Alberta),Oil and Gas,Post-licensing round rules,Licensing,Value extraction,50
Canada (Alberta),Oil and Gas,Pre-licensing round practice,Licensing,Value extraction,6.666666666666667
Canada (Alberta),Oil and Gas,Pre-licensing round rules,Licensing,Value extraction,0
Canada (Alberta),Oil and Gas,Reserves disclosure,Licensing,Value extraction,33.333333333333336
Canada (Alberta),Oil and Gas,Compensation to land users and owners rules,Local impact,Value extraction,100
Canada (Alberta),Oil and Gas,EIA/SIA disclosure,Local impact,Value extraction,50
Canada (Alberta),Oil and Gas,EIA/SIA rules,Local impact,Value extraction,60
Canada (Alberta),Oil and Gas,Environmental compliance practice,Local impact,Value extraction,0
Canada (Alberta),Oil and Gas,Environmental compliance rules,Local impact,Value extraction,0
Canada (Alberta),Oil and Gas,Environmental mitigation plan disclosure,Local impact,Value extraction,100
Canada (Alberta),Oil and Gas,Environmental mitigation plan rules,Local impact,Value extraction,100
Canada (Alberta),Oil and Gas,Commodity sale disclosures,State-owned enterprises,Value extraction,75
Canada (Alberta),Oil and Gas,Commodity sale rules,State-owned enterprises,Value extraction,37.5
Canada (Alberta),Oil and Gas,SOE corporate governance practice,State-owned enterprises,Value extraction,0
Canada (Alberta),Oil and Gas,SOE financial reporting practice,State-owned enterprises,Value extraction,52.5
Canada (Alberta),Oil and Gas,SOE financial reporting rules,State-owned enterprises,Value extraction,16.666666666666668
Canada (Alberta),Oil and Gas,SOE joint ventures and subsidiaries disclosure,State-owned enterprises,Value extraction,35
Canada (Alberta),Oil and Gas,SOE non-operational activity practice,State-owned enterprises,Value extraction,75
Canada (Alberta),Oil and Gas,SOE production disclosure,State-owned enterprises,Value extraction,100
Canada (Alberta),Oil and Gas,SOE-government transfers disclosure,State-owned enterprises,Value extraction,80
Canada (Alberta),Oil and Gas,SOE-government transfers rules,State-owned enterprises,Value extraction,0
Canada (Alberta),Oil and Gas,Company payment disclosure,Taxation,Value extraction,46.666666666666664
Canada (Alberta),Oil and Gas,Company payment rules,Taxation,Value extraction,100
Canada (Alberta),Oil and Gas,EITI affiliation and reporting,Taxation,Value extraction,45
Canada (Alberta),Oil and Gas,Export disclosure,Taxation,Value extraction,66.66666666666667
Canada (Alberta),Oil and Gas,Production disclosure,Taxation,Value extraction,66.66666666666667
Canada (Alberta),Oil and Gas,Tax authority rules,Taxation,Value extraction,33.333333333333336
Canada (Alberta),Oil and Gas,Taxation rules,Taxation,Value extraction,0
Chad,Oil and Gas,Control of corruption,Control of corruption,Enabling environment,13.4
Chad,Oil and Gas,Government effectiveness,Government effectiveness,Enabling environment,8.5
Chad,Oil and Gas,Open data inventory,Open data,Enabling environment,30.5
Chad,Oil and Gas,Political stability and absence of violence,Political stability and absence of violence,Enabling environment,25.6
Chad,Oil and Gas,Regulatory quality,Regulatory quality,Enabling environment,18.2
Chad,Oil and Gas,Rule of law,Rule of law,Enabling environment,19.5
Chad,Oil and Gas,Voice and accountability,Voice and accountability,Enabling environment,18.2
Chad,Oil and Gas,Fiscal rule practice,National budgeting,Revenue management,50
Chad,Oil and Gas,Fiscal rules,National budgeting,Revenue management,50
Chad,Oil and Gas,National budget disclosure,National budgeting,Revenue management,25
Chad,Oil and Gas,National debt disclosure,National budgeting,Revenue management,0
Chad,Oil and Gas,Online data portal,National budgeting,Revenue management,30
Chad,Oil and Gas,SWF deposit and withdrawal practice,Sovereign wealth funds,Revenue management,0
Chad,Oil and Gas,SWF deposit and withdrawal rules,Sovereign wealth funds,Revenue management,50
Chad,Oil and Gas,SWF financial reporting practice,Sovereign wealth funds,Revenue management,10
Chad,Oil and Gas,SWF financial reporting rules,Sovereign wealth funds,Revenue management,50
Chad,Oil and Gas,SWF investment practice,Sovereign wealth funds,Revenue management,50
Chad,Oil and Gas,SWF investment rules,Sovereign wealth funds,Revenue management,75
Chad,Oil and Gas,Subnational transfer agency rules,Subnational resource revenue sharing,Revenue management,38.5
Chad,Oil and Gas,Subnational transfer audit practice,Subnational resource revenue sharing,Revenue management,77
Chad,Oil and Gas,Subnational transfer audit rule,Subnational resource revenue sharing,Revenue management,77
Chad,Oil and Gas,Subnational transfer disclosure,Subnational resource revenue sharing,Revenue management,38.5
Chad,Oil and Gas,Subnational transfer rules,Subnational resource revenue sharing,Revenue management,77
Chad,Oil and Gas,Cadastre,Licensing,Value extraction,33.333333333333336
Chad,Oil and Gas,Contract disclosure,Licensing,Value extraction,25
Chad,Oil and Gas,Contract disclosure rules,Licensing,Value extraction,100
Chad,Oil and Gas,Financial interest disclosure practice,Licensing,Value extraction,100
Chad,Oil and Gas,Financial interest disclosure rules,Licensing,Value extraction,100
Chad,Oil and Gas,Post-licensing round practice,Licensing,Value extraction,83.33333333333333
Chad,Oil and Gas,Post-licensing round rules,Licensing,Value extraction,50
Chad,Oil and Gas,Pre-licensing round practice,Licensing,Value extraction,83.33333333333333
Chad,Oil and Gas,Pre-licensing round rules,Licensing,Value extraction,100
Chad,Oil and Gas,Reserves disclosure,Licensing,Value extraction,0
Chad,Oil and Gas,Compensation to land users and owners rules,Local impact,Value extraction,100
Chad,Oil and Gas,EIA/SIA disclosure,Local impact,Value extraction,20
Chad,Oil and Gas,EIA/SIA rules,Local impact,Value extraction,55
Chad,Oil and Gas,Environmental compliance practice,Local impact,Value extraction,0
Chad,Oil and Gas,Environmental compliance rules,Local impact,Value extraction,25
Chad,Oil and Gas,Environmental mitigation plan rules,Local impact,Value extraction,50
Chad,Oil and Gas,Commodity sale disclosures,State-owned enterprises,Value extraction,50
Chad,Oil and Gas,Commodity sale rules,State-owned enterprises,Value extraction,0
Chad,Oil and Gas,SOE corporate governance practice,State-owned enterprises,Value extraction,50
Chad,Oil and Gas,SOE financial reporting practice,State-owned enterprises,Value extraction,76
Chad,Oil and Gas,SOE financial reporting rules,State-owned enterprises,Value extraction,100
Chad,Oil and Gas,SOE joint ventures and subsidiaries disclosure,State-owned enterprises,Value extraction,50
Chad,Oil and Gas,SOE non-operational activity practice,State-owned enterprises,Value extraction,20
Chad,Oil and Gas,SOE production disclosure,State-owned enterprises,Value extraction,50
Chad,Oil and Gas,SOE-government transfers disclosure,State-owned enterprises,Value extraction,20
Chad,Oil and Gas,SOE-government transfers rules,State-owned enterprises,Value extraction,0
Chad,Oil and Gas,Company payment disclosure,Taxation,Value extraction,0
Chad,Oil and Gas,EITI affiliation and reporting,Taxation,Value extraction,45
Chad,Oil and Gas,Export disclosure,Taxation,Value extraction,60
Chad,Oil and Gas,Production disclosure,Taxation,Value extraction,85
Chad,Oil and Gas,Tax authority rules,Taxation,Value extraction,75
Chad,Oil and Gas,Taxation rules,Taxation,Value extraction,40
Chile,Mining,Control of corruption,Control of corruption,Enabling environment,92.6
Chile,Mining,Government effectiveness,Government effectiveness,Enabling environment,91.4
Chile,Mining,Open Data Barometer,Open data,Enabling environment,79.6
Chile,Mining,Open Data Index,Open data,Enabling environment,83
Chile,Mining,Open data inventory,Open data,Enabling environment,76.4
Chile,Mining,Political stability and absence of violence,Political stability and absence of violence,Enabling environment,84.1
Chile,Mining,Regulatory quality,Regulatory quality,Enabling environment,93.9
Chile,Mining,Rule of law,Rule of law,Enabling environment,92.6
Chile,Mining,Voice and accountability,Voice and accountability,Enabling environment,92.6
Chile,Mining,Fiscal rule practice,National budgeting,Revenue management,50
Chile,Mining,National budget disclosure,National budgeting,Revenue management,0
Chile,Mining,National debt disclosure,National budgeting,Revenue management,50
Chile,Mining,Online data portal,National budgeting,Revenue management,50
Chile,Mining,SWF deposit and withdrawal practice,Sovereign wealth funds,Revenue management,50
Chile,Mining,SWF deposit and withdrawal rules,Sovereign wealth funds,Revenue management,66.66666666666667
Chile,Mining,SWF financial reporting practice,Sovereign wealth funds,Revenue management,6.666666666666667
Chile,Mining,SWF financial reporting rules,Sovereign wealth funds,Revenue management,66.66666666666667
Chile,Mining,SWF investment practice,Sovereign wealth funds,Revenue management,20
Chile,Mining,SWF investment rules,Sovereign wealth funds,Revenue management,100
Chile,Mining,Subnational transfer audit practice,Subnational resource revenue sharing,Revenue management,0
Chile,Mining,Subnational transfer audit rule,Subnational resource revenue sharing,Revenue management,0
Chile,Mining,Subnational transfer disclosure,Subnational resource revenue sharing,Revenue management,77
Chile,Mining,Subnational transfer rules,Subnational resource revenue sharing,Revenue management,77
Chile,Mining,Cadastre,Licensing,Value extraction,23.333333333333332
Chile,Mining,Contract disclosure,Licensing,Value extraction,75
Chile,Mining,Contract disclosure rules,Licensing,Value extraction,0
Chile,Mining,Financial interest disclosure practice,Licensing,Value extraction,50
Chile,Mining,Financial interest disclosure rules,Licensing,Value extraction,0
Chile,Mining,Post-licensing round practice,Licensing,Value extraction,73.33333333333333
Chile,Mining,Post-licensing round rules,Licensing,Value extraction,75
Chile,Mining,Pre-licensing round practice,Licensing,Value extraction,56.666666666666664
Chile,Mining,Pre-licensing round rules,Licensing,Value extraction,50
Chile,Mining,Reserves disclosure,Licensing,Value extraction,36.666666666666664
Chile,Mining,EIA/SIA disclosure,Local impact,Value extraction,50
Chile,Mining,EIA/SIA rules,Local impact,Value extraction,50
Chile,Mining,Environmental compliance rules,Local impact,Value extraction,0
Chile,Mining,Environmental mitigation plan disclosure,Local impact,Value extraction,0
Chile,Mining,Environmental mitigation plan rules,Local impact,Value extraction,75
Chile,Mining,Commodity sale disclosures,State-owned enterprises,Value extraction,16.666666666666668
Chile,Mining,Commodity sale rules,State-owned enterprises,Value extraction,75
Chile,Mining,SOE corporate governance practice,State-owned enterprises,Value extraction,10
Chile,Mining,SOE financial reporting practice,State-owned enterprises,Value extraction,56
Chile,Mining,SOE financial reporting rules,State-owned enterprises,Value extraction,66.66666666666667
Chile,Mining,SOE joint ventures and subsidiaries disclosure,State-owned enterprises,Value extraction,84
Chile,Mining,SOE production disclosure,State-owned enterprises,Value extraction,90
Chile,Mining,SOE-government transfers disclosure,State-owned enterprises,Value extraction,0
Chile,Mining,SOE-government transfers rules,State-owned enterprises,Value extraction,50
Chile,Mining,Company payment disclosure,Taxation,Value extraction,50
Chile,Mining,EITI affiliation and reporting,Taxation,Value extraction,55
Chile,Mining,Export disclosure,Taxation,Value extraction,26.666666666666668
Chile,Mining,Production disclosure,Taxation,Value extraction,60
Chile,Mining,Tax authority practice,Taxation,Value extraction,0
Chile,Mining,Tax authority rules,Taxation,Value extraction,66.66666666666667
Chile,Mining,Taxation rules,Taxation,Value extraction,37.5
China,Oil and Gas,Control of corruption,Control of corruption,Enabling environment,75.6
China,Oil and Gas,Government effectiveness,Government effectiveness,Enabling environment,85.3
China,Oil and Gas,Open Data Barometer,Open data,Enabling environment,53.7
China,Oil and Gas,Open Data Index,Open data,Enabling environment,38.9
China,Oil and Gas,Open data inventory,Open data,Enabling environment,76.4
China,Oil and Gas,Political stability and absence of violence,Political stability and absence of violence,Enabling environment,51.2
China,Oil and Gas,Regulatory quality,Regulatory quality,Enabling environment,64.6
China,Oil and Gas,Rule of law,Rule of law,Enabling environment,69.5
China,Oil and Gas,Voice and accountability,Voice and accountability,Enabling environment,9.7
China,Oil and Gas,Fiscal rule practice,National budgeting,Revenue management,50
China,Oil and Gas,Fiscal rules,National budgeting,Revenue management,75
China,Oil and Gas,National budget disclosure,National budgeting,Revenue management,75
China,Oil and Gas,National debt disclosure,National budgeting,Revenue management,50
China,Oil and Gas,Online data portal,National budgeting,Revenue management,66.66666666666667
China,Oil and Gas,SWF deposit and withdrawal practice,Sovereign wealth funds,Revenue management,40
China,Oil and Gas,SWF deposit and withdrawal rules,Sovereign wealth funds,Revenue management,50
China,Oil and Gas,SWF financial reporting practice,Sovereign wealth funds,Revenue management,100
China,Oil and Gas,SWF financial reporting rules,Sovereign wealth funds,Revenue management,100
China,Oil and Gas,SWF investment practice,Sovereign wealth funds,Revenue management,10
China,Oil and Gas,SWF investment rules,Sovereign wealth funds,Revenue management,100
China,Oil and Gas,Subnational transfer agency rules,Subnational resource revenue sharing,Revenue management,38.5
China,Oil and Gas,Subnational transfer audit practice,Subnational resource revenue sharing,Revenue management,0
China,Oil and Gas,Subnational transfer audit rule,Subnational resource revenue sharing,Revenue management,0
China,Oil and Gas,Subnational transfer disclosure,Subnational resource revenue sharing,Revenue management,46.2
China,Oil and Gas,Subnational transfer rules,Subnational resource revenue sharing,Revenue management,0
China,Oil and Gas,Cadastre,Licensing,Value extraction,25
China,Oil and Gas,Contract disclosure,Licensing,Value extraction,10
China,Oil and Gas,Contract disclosure rules,Licensing,Value extraction,100
China,Oil and Gas,Financial interest disclosure practice,Licensing,Value extraction,20
China,Oil and Gas,Financial interest disclosure rules,Licensing,Value extraction,0
China,Oil and Gas,Post-licensing round practice,Licensing,Value extraction,20
China,Oil and Gas,Post-licensing round rules,Licensing,Value extraction,16.666666666666668
China,Oil and Gas,Pre-licensing round practice,Licensing,Value extraction,50
China,Oil and Gas,Pre-licensing round rules,Licensing,Value extraction,37.5
China,Oil and Gas,Reserves disclosure,Licensing,Value extraction,66.66666666666667
China,Oil and Gas,Compensation to land users and owners rules,Local impact,Value extraction,25
China,Oil and Gas,EIA/SIA disclosure,Local impact,Value extraction,50
China,Oil and Gas,EIA/SIA rules,Local impact,Value extraction,50
China,Oil and Gas,Environmental compliance practice,Local impact,Value extraction,0
China,Oil and Gas,Environmental compliance rules,Local impact,Value extraction,75
China,Oil and Gas,Environmental mitigation plan disclosure,Local impact,Value extraction,100
China,Oil and Gas,Environmental mitigation plan rules,Local impact,Value extraction,50
China,Oil and Gas,Commodity sale disclosures,State-owned enterprises,Value extraction,66.66666666666667
China,Oil and Gas,Commodity sale rules,State-owned enterprises,Value extraction,66.66666666666667
China,Oil and Gas,SOE corporate governance practice,State-owned enterprises,Value extraction,50
China,Oil and Gas,SOE financial reporting practice,State-owned enterprises,Value extraction,45
China,Oil and Gas,SOE financial reporting rules,State-owned enterprises,Value extraction,66.66666666666667
China,Oil and Gas,SOE joint ventures and subsidiaries disclosure,State-owned enterprises,Value extraction,90
China,Oil and Gas,SOE non-operational activity practice,State-owned enterprises,Value extraction,35
China,Oil and Gas,SOE production disclosure,State-owned enterprises,Value extraction,50
China,Oil and Gas,SOE-government transfers disclosure,State-owned enterprises,Value extraction,100
China,Oil and Gas,SOE-government transfers rules,State-owned enterprises,Value extraction,0
China,Oil and Gas,Company payment disclosure,Taxation,Value extraction,50
China,Oil and Gas,Company payment rules,Taxation,Value extraction,100
China,Oil and Gas,EITI affiliation and reporting,Taxation,Value extraction,70
China,Oil and Gas,Export disclosure,Taxation,Value extraction,40
China,Oil and Gas,Production disclosure,Taxation,Value extraction,66.66666666666667
China,Oil and Gas,Tax authority practice,Taxation,Value extraction,0
China,Oil and Gas,Tax authority rules,Taxation,Value extraction,75
China,Oil and Gas,Taxation rules,Taxation,Value extraction,50
Colombia,Mining,Control of corruption,Control of corruption,Enabling environment,74.3
Colombia,Mining,Government effectiveness,Government effectiveness,Enabling environment,71.9
Colombia,Mining,Open Data Barometer,Open data,Enabling environment,81.4
Colombia,Mining,Open Data Index,Open data,Enabling environment,94.9
Colombia,Mining,Open data inventory,Open data,Enabling environment,65.8
Colombia,Mining,Political stability and absence of violence,Political stability and absence of violence,Enabling environment,19.5
Colombia,Mining,Regulatory quality,Regulatory quality,Enabling environment,82.9
Colombia,Mining,Rule of law,Rule of law,Enabling environment,70.7
Colombia,Mining,Voice and accountability,Voice and accountability,Enabling environment,71.9
Colombia,Mining,Fiscal rule practice,National budgeting,Revenue management,100
Colombia,Mining,Fiscal rules,National budgeting,Revenue management,90
Colombia,Mining,National budget disclosure,National budgeting,Revenue management,100
Colombia,Mining,National debt disclosure,National budgeting,Revenue management,50
Colombia,Mining,Online data portal,National budgeting,Revenue management,57.5
Colombia,Mining,SWF deposit and withdrawal practice,Sovereign wealth funds,Revenue management,26.666666666666668
Colombia,Mining,SWF deposit and withdrawal rules,Sovereign wealth funds,Revenue management,0
Colombia,Mining,SWF financial reporting practice,Sovereign wealth funds,Revenue management,6.666666666666667
Colombia,Mining,SWF financial reporting rules,Sovereign wealth funds,Revenue management,100
Colombia,Mining,SWF investment practice,Sovereign wealth funds,Revenue management,17.5
Colombia,Mining,SWF investment rules,Sovereign wealth funds,Revenue management,75
Colombia,Mining,Subnational transfer agency rules,Subnational resource revenue sharing,Revenue management,38.5
Colombia,Mining,Subnational transfer disclosure,Subnational resource revenue sharing,Revenue management,61.6
Colombia,Mining,Subnational transfer rules,Subnational resource revenue sharing,Revenue management,38.5
Colombia,Mining,Cadastre,Licensing,Value extraction,50
Colombia,Mining,Contract disclosure rules,Licensing,Value extraction,50
Colombia,Mining,Financial interest disclosure practice,Licensing,Value extraction,50
Colombia,Mining,Financial interest disclosure rules,Licensing,Value extraction,0
Colombia,Mining,Post-licensing round practice,Licensing,Value extraction,13.333333333333334
Colombia,Mining,Post-licensing round rules,Licensing,Value extraction,0
Colombia,Mining,Pre-licensing round practice,Licensing,Value extraction,25
Colombia,Mining,Pre-licensing round rules,Licensing,Value extraction,100
Colombia,Mining,Reserves disclosure,Licensing,Value extraction,50
Colombia,Mining,Compensation to land users and owners rules,Local impact,Value extraction,75
Colombia,Mining,EIA/SIA disclosure,Local impact,Value extraction,50
Colombia,Mining,EIA/SIA rules,Local impact,Value extraction,20
Colombia,Mining,Environmental compliance practice,Local impact,Value extraction,0
Colombia,Mining,Environmental compliance rules,Local impact,Value extraction,50
Colombia,Mining,Environmental mitigation plan rules,Local impact,Value extraction,50
Colombia,Mining,Commodity sale disclosures,State-owned enterprises,Value extraction,33.333333333333336
Colombia,Mining,Commodity sale rules,State-owned enterprises,Value extraction,50
Colombia,Mining,SOE corporate governance practice,State-owned enterprises,Value extraction,0
Colombia,Mining,SOE financial reporting practice,State-owned enterprises,Value extraction,33.333333333333336
Colombia,Mining,SOE financial reporting rules,State-owned enterprises,Value extraction,100
Colombia,Mining,SOE joint ventures and subsidiaries disclosure,State-owned enterprises,Value extraction,36
Colombia,Mining,SOE non-operational activity practice,State-owned enterprises,Value extraction,100
Colombia,Mining,SOE production disclosure,State-owned enterprises,Value extraction,50
Colombia,Mining,SOE-government transfers disclosure,State-owned enterprises,Value extraction,50
Colombia,Mining,SOE-government transfers rules,State-owned enterprises,Value extraction,0
Colombia,Mining,Company payment disclosure,Taxation,Value extraction,10
Colombia,Mining,Company payment rules,Taxation,Value extraction,50
Colombia,Mining,EITI affiliation and reporting,Taxation,Value extraction,55
Colombia,Mining,Export disclosure,Taxation,Value extraction,53.333333333333336
Colombia,Mining,Production disclosure,Taxation,Value extraction,33.333333333333336
Colombia,Mining,Tax authority practice,Taxation,Value extraction,0
Colombia,Mining,Tax authority rules,Taxation,Value extraction,75
Colombia,Mining,Taxation rules,Taxation,Value extraction,62.5
Colombia,Oil and Gas,Control of corruption,Control of corruption,Enabling environment,74.3
Colombia,Oil and Gas,Government effectiveness,Government effectiveness,Enabling environment,71.9
Colombia,Oil and Gas,Open Data Barometer,Open data,Enabling environment,81.4
Colombia,Oil and Gas,Open Data Index,Open data,Enabling environment,94.9
Colombia,Oil and Gas,Open data inventory,Open data,Enabling environment,65.8
Colombia,Oil and Gas,Political stability and absence of violence,Political stability and absence of violence,Enabling environment,19.5
Colombia,Oil and Gas,Regulatory quality,Regulatory quality,Enabling environment,82.9
Colombia,Oil and Gas,Rule of law,Rule of law,Enabling environment,70.7
Colombia,Oil and Gas,Voice and accountability,Voice and accountability,Enabling environment,71.9
Colombia,Oil and Gas,Fiscal rule practice,National budgeting,Revenue management,0
Colombia,Oil and Gas,Fiscal rules,National budgeting,Revenue management,0
Colombia,Oil and Gas,National budget disclosure,National budgeting,Revenue management,45
Colombia,Oil and Gas,National debt disclosure,National budgeting,Revenue management,0
Colombia,Oil and Gas,Online data portal,National budgeting,Revenue management,22.5
Colombia,Oil and Gas,SWF deposit and withdrawal practice,Sovereign wealth funds,Revenue management,16.666666666666668
Colombia,Oil and Gas,SWF deposit and withdrawal rules,Sovereign wealth funds,Revenue management,50
Colombia,Oil and Gas,SWF financial reporting practice,Sovereign wealth funds,Revenue management,10
Colombia,Oil and Gas,SWF financial reporting rules,Sovereign wealth funds,Revenue management,33.333333333333336
Colombia,Oil and Gas,SWF investment practice,Sovereign wealth funds,Revenue management,75
Colombia,Oil and Gas,SWF investment rules,Sovereign wealth funds,Revenue management,75
Colombia,Oil and Gas,Subnational transfer agency rules,Subnational resource revenue sharing,Revenue management,0
Colombia,Oil and Gas,Subnational transfer disclosure,Subnational resource revenue sharing,Revenue management,43.63333333333333
Colombia,Oil and Gas,Subnational transfer rules,Subnational resource revenue sharing,Revenue management,57.75
Colombia,Oil and Gas,Cadastre,Licensing,Value extraction,60
Colombia,Oil and Gas,Contract disclosure,Licensing,Value extraction,0
Colombia,Oil and Gas,Financial interest disclosure practice,Licensing,Value extraction,35
Colombia,Oil and Gas,Financial interest disclosure rules,Licensing,Value extraction,0
Colombia,Oil and Gas,Post-licensing round practice,Licensing,Value extraction,66.66666666666667
Colombia,Oil and Gas,Post-licensing round rules,Licensing,Value extraction,37.5
Colombia,Oil and Gas,Pre-licensing round practice,Licensing,Value extraction,10
Colombia,Oil and Gas,Pre-licensing round rules,Licensing,Value extraction,50
Colombia,Oil and Gas,Reserves disclosure,Licensing,Value extraction,65
Colombia,Oil and Gas,Compensation to land users and owners rules,Local impact,Value extraction,75
Colombia,Oil and Gas,EIA/SIA disclosure,Local impact,Value extraction,0
Colombia,Oil and Gas,EIA/SIA rules,Local impact,Value extraction,35
Colombia,Oil and Gas,Environmental compliance rules,Local impact,Value extraction,50
Colombia,Oil and Gas,Environmental mitigation plan disclosure,Local impact,Value extraction,50
Colombia,Oil and Gas,Environmental mitigation plan rules,Local impact,Value extraction,50
Colombia,Oil and Gas,Commodity sale disclosures,State-owned enterprises,Value extraction,75
Colombia,Oil and Gas,Commodity sale rules,State-owned enterprises,Value extraction,50
Colombia,Oil and Gas,SOE financial reporting practice,State-owned enterprises,Value extraction,24
Colombia,Oil and Gas,SOE financial reporting rules,State-owned enterprises,Value extraction,50
Colombia,Oil and Gas,SOE joint ventures and subsidiaries disclosure,State-owned enterprises,Value extraction,25
Colombia,Oil and Gas,SOE non-operational activity practice,State-owned enterprises,Value extraction,20
Colombia,Oil and Gas,SOE production disclosure,State-owned enterprises,Value extraction,10
Colombia,Oil and Gas,SOE-government transfers disclosure,State-owned enterprises,Value extraction,20
Colombia,Oil and Gas,Company payment disclosure,Taxation,Value extraction,0
Colombia,Oil and Gas,Company payment rules,Taxation,Value extraction,0
Colombia,Oil and Gas,EITI affiliation and reporting,Taxation,Value extraction,40
Colombia,Oil and Gas,Export disclosure,Taxation,Value extraction,65
Colombia,Oil and Gas,Production disclosure,Taxation,Value extraction,25
Colombia,Oil and Gas,Tax authority practice,Taxation,Value extraction,100
Colombia,Oil and Gas,Tax authority rules,Taxation,Value extraction,0
Colombia,Oil and Gas,Taxation rules,Taxation,Value extraction,66.66666666666667
Congo,Oil and Gas,Control of corruption,Control of corruption,Enabling environment,18.2
Congo,Oil and Gas,Government effectiveness,Government effectiveness,Enabling environment,24.3
Congo,Oil and Gas,Open data inventory,Open data,Enabling environment,23.5
Congo,Oil and Gas,Political stability and absence of violence,Political stability and absence of violence,Enabling environment,53.6
Congo,Oil and Gas,Regulatory quality,Regulatory quality,Enabling environment,19.5
Congo,Oil and Gas,Rule of law,Rule of law,Enabling environment,25.6
Congo,Oil and Gas,Voice and accountability,Voice and accountability,Enabling environment,40.2
Congo,Oil and Gas,Fiscal rule practice,National budgeting,Revenue management,0
Congo,Oil and Gas,Fiscal rules,National budgeting,Revenue management,40
Congo,Oil and Gas,National budget disclosure,National budgeting,Revenue management,100
Congo,Oil and Gas,National debt disclosure,National budgeting,Revenue management,100
Congo,Oil and Gas,Online data portal,National budgeting,Revenue management,33.333333333333336
Congo,Oil and Gas,SWF deposit and withdrawal practice,Sovereign wealth funds,Revenue management,57.5
Congo,Oil and Gas,SWF deposit and withdrawal rules,Sovereign wealth funds,Revenue management,75
Congo,Oil and Gas,SWF financial reporting practice,Sovereign wealth funds,Revenue management,100
Congo,Oil and Gas,SWF financial reporting rules,Sovereign wealth funds,Revenue management,50
Congo,Oil and Gas,SWF investment practice,Sovereign wealth funds,Revenue management,75
Congo,Oil and Gas,SWF investment rules,Sovereign wealth funds,Revenue management,50
Congo,Oil and Gas,Subnational transfer agency rules,Subnational resource revenue sharing,Revenue management,77
Congo,Oil and Gas,Subnational transfer disclosure,Subnational resource revenue sharing,Revenue management,0
Congo,Oil and Gas,Subnational transfer rules,Subnational resource revenue sharing,Revenue management,77
Congo,Oil and Gas,Cadastre,Licensing,Value extraction,33.333333333333336
Congo,Oil and Gas,Contract disclosure,Licensing,Value extraction,25
Congo,Oil and Gas,Contract disclosure rules,Licensing,Value extraction,100
Congo,Oil and Gas,Financial interest disclosure practice,Licensing,Value extraction,100
Congo,Oil and Gas,Financial interest disclosure rules,Licensing,Value extraction,75
Congo,Oil and Gas,Post-licensing round practice,Licensing,Value extraction,10
Congo,Oil and Gas,Post-licensing round rules,Licensing,Value extraction,83.33333333333333
Congo,Oil and Gas,Pre-licensing round practice,Licensing,Value extraction,60
Congo,Oil and Gas,Pre-licensing round rules,Licensing,Value extraction,100
Congo,Oil and Gas,Reserves disclosure,Licensing,Value extraction,50
Congo,Oil and Gas,Compensation to land users and owners rules,Local impact,Value extraction,0
Congo,Oil and Gas,EIA/SIA disclosure,Local impact,Value extraction,0
Congo,Oil and Gas,EIA/SIA rules,Local impact,Value extraction,90
Congo,Oil and Gas,Environmental compliance practice,Local impact,Value extraction,100
