country,sector,indicator,subComponent,component,score
Colombia,Oil and Gas,Commodity sale disclosures,State-owned enterprises,Value realization,0
Colombia,Oil and Gas,Commodity sale rules,State-owned enterprises,Value realization,0
Colombia,Oil and Gas,SOE corporate governance practice,State-owned enterprises,Value realization,100
Colombia,Oil and Gas,SOE financial reporting practice,State-owned enterprises,Value realization,100
Colombia,Oil and Gas,SOE financial reporting rules,State-owned enterprises,Value realization,66.66666666666667
Colombia,Oil and Gas,SOE joint ventures and subsidiaries disclosure,State-owned enterprises,Value realization,60
Colombia,Oil and Gas,SOE non-operational activity practice,State-owned enterprises,Value realization,100
Colombia,Oil and Gas,SOE production disclosure,State-owned enterprises,Value realization,100
Colombia,Oil and Gas,SOE-government transfers disclosure,State-owned enterprises,Value realization,100
Colombia,Oil and Gas,SOE-government transfers rules,State-owned enterprises,Value realization,100
Colombia,Oil and Gas,Company payment disclosure,Taxation,Value realization,83.33333333333333
Colombia,Oil and Gas,Company payment rules,Taxation,Value realization,0
Colombia,Oil and Gas,EITI affiliation and reporting,Taxation,Value realization,60
Colombia,Oil and Gas,Export disclosure,Taxation,Value realization,76.66666666666667
Colombia,Oil and Gas,Production disclosure,Taxation,Value realization,93.33333333333333
Colombia,Oil and Gas,Tax authority practice,Taxation,Value realization,100
Colombia,Oil and Gas,Tax authority rules,Taxation,Value realization,100
Colombia,Oil and Gas,Taxation rules,Taxation,Value realization,60
Congo,Oil and Gas,Control of corruption,Control of corruption,Enabling environment,18.2
Congo,Oil and Gas,Government effectiveness,Government effectiveness,Enabling environment,24.3
Congo,Oil and Gas,Open data inventory,Open data,Enabling environment,23.5
Congo,Oil and Gas,Political stability and absence of violence,Political stability and absence of violence,Enabling environment,53.6
Congo,Oil and Gas,Regulatory quality,Regulatory quality,Enabling environment,19.5
Congo,Oil and Gas,Rule of law,Rule of law,Enabling environment,25.6
Congo,Oil and Gas,Voice and accountability,Voice and accountability,Enabling environment,40.2
Congo,Oil and Gas,Fiscal rule practice,National budgeting,Revenue management,50
Congo,Oil and Gas,Fiscal rules,National budgeting,Revenue management,100
Congo,Oil and Gas,National budget disclosure,National budgeting,Revenue management,70
Congo,Oil and Gas,National debt disclosure,National budgeting,Revenue management,0
Congo,Oil and Gas,Online data portal,National budgeting,Revenue management,0
Congo,Oil and Gas,SWF deposit and withdrawal practice,Sovereign wealth funds,Revenue management,NaN
Congo,Oil and Gas,SWF deposit and withdrawal rules,Sovereign wealth funds,Revenue management,NaN
Congo,Oil and Gas,SWF financial reporting practice,Sovereign wealth funds,Revenue management,NaN
Congo,Oil and Gas,SWF financial reporting rules,Sovereign wealth funds,Revenue management,NaN
Congo,Oil and Gas,SWF investment practice,Sovereign wealth funds,Revenue management,NaN
Congo,Oil and Gas,SWF investment rules,Sovereign wealth funds,Revenue management,NaN
Congo,Oil and Gas,Subnational transfer agency rules,Subnational resource revenue sharing,Revenue management,NaN
Congo,Oil and Gas,Subnational transfer audit practice,Subnational resource revenue sharing,Revenue management,NaN
Congo,Oil and Gas,Subnational transfer audit rule,Subnational resource revenue sharing,Revenue management,NaN
Congo,Oil and Gas,Subnational transfer disclosure,Subnational resource revenue sharing,Revenue management,NaN
Congo,Oil and Gas,Subnational transfer rules,Subnational resource revenue sharing,Revenue management,NaN
Congo,Oil and Gas,Cadastre,Licensing,Value realization,0
Congo,Oil and Gas,Contract disclosure,Licensing,Value realization,35
Congo,Oil and Gas,Contract disclosure rules,Licensing,Value realization,100
Congo,Oil and Gas,Financial interest disclosure practice,Licensing,Value realization,0
Congo,Oil and Gas,Financial interest disclosure rules,Licensing,Value realization,35
Congo,Oil and Gas,Post-licensing round practice,Licensing,Value realization,50
Congo,Oil and Gas,Post-licensing round rules,Licensing,Value realization,50
Congo,Oil and Gas,Pre-licensing round practice,Licensing,Value realization,0
Congo,Oil and Gas,Pre-licensing round rules,Licensing,Value realization,75
Congo,Oil and Gas,Reserves disclosure,Licensing,Value realization,0
Congo,Oil and Gas,Compensation to land users and owners rules,Local impact,Value realization,50
Congo,Oil and Gas,EIA/SIA disclosure,Local impact,Value realization,0
Congo,Oil and Gas,EIA/SIA rules,Local impact,Value realization,100
Congo,Oil and Gas,Environmental compliance practice,Local impact,Value realization,0
Congo,Oil and Gas,Environmental compliance rules,Local impact,Value realization,50
Congo,Oil and Gas,Environmental mitigation plan disclosure,Local impact,Value realization,0
Congo,Oil and Gas,Environmental mitigation plan rules,Local impact,Value realization,100
Congo,Oil and Gas,Commodity sale disclosures,State-owned enterprises,Value realization,12.5
Congo,Oil and Gas,Commodity sale rules,State-owned enterprises,Value realization,50
Congo,Oil and Gas,SOE corporate governance practice,State-owned enterprises,Value realization,10
Congo,Oil and Gas,SOE financial reporting practice,State-owned enterprises,Value realization,0
Congo,Oil and Gas,SOE financial reporting rules,State-owned enterprises,Value realization,66.66666666666667
Congo,Oil and Gas,SOE joint ventures and subsidiaries disclosure,State-owned enterprises,Value realization,20
Congo,Oil and Gas,SOE non-operational activity practice,State-owned enterprises,Value realization,35
Congo,Oil and Gas,SOE production disclosure,State-owned enterprises,Value realization,80
Congo,Oil and Gas,SOE-government transfers disclosure,State-owned enterprises,Value realization,80
Congo,Oil and Gas,SOE-government transfers rules,State-owned enterprises,Value realization,50
Congo,Oil and Gas,Company payment disclosure,Taxation,Value realization,76.66666666666667
Congo,Oil and Gas,Company payment rules,Taxation,Value realization,50
Congo,Oil and Gas,EITI affiliation and reporting,Taxation,Value realization,70
Congo,Oil and Gas,Export disclosure,Taxation,Value realization,60
Congo,Oil and Gas,Production disclosure,Taxation,Value realization,60
Congo,Oil and Gas,Tax authority practice,Taxation,Value realization,NaN
Congo,Oil and Gas,Tax authority rules,Taxation,Value realization,50
Congo,Oil and Gas,Taxation rules,Taxation,Value realization,75
Côte d'Ivoire,Oil and Gas,Control of corruption,Control of corruption,Enabling environment,68.2
Côte d'Ivoire,Oil and Gas,Government effectiveness,Government effectiveness,Enabling environment,42.6
Côte d'Ivoire,Oil and Gas,Open data inventory,Open data,Enabling environment,16.4
Côte d'Ivoire,Oil and Gas,Political stability and absence of violence,Political stability and absence of violence,Enabling environment,36.5
Côte d'Ivoire,Oil and Gas,Regulatory quality,Regulatory quality,Enabling environment,51.2
Côte d'Ivoire,Oil and Gas,Rule of law,Rule of law,Enabling environment,51.2
Côte d'Ivoire,Oil and Gas,Voice and accountability,Voice and accountability,Enabling environment,53.6
Côte d'Ivoire,Oil and Gas,Fiscal rule practice,National budgeting,Revenue management,50
Côte d'Ivoire,Oil and Gas,Fiscal rules,National budgeting,Revenue management,100
Côte d'Ivoire,Oil and Gas,National budget disclosure,National budgeting,Revenue management,50
Côte d'Ivoire,Oil and Gas,National debt disclosure,National budgeting,Revenue management,100
Côte d'Ivoire,Oil and Gas,Online data portal,National budgeting,Revenue management,0
Côte d'Ivoire,Oil and Gas,SWF deposit and withdrawal practice,Sovereign wealth funds,Revenue management,NaN
Côte d'Ivoire,Oil and Gas,SWF deposit and withdrawal rules,Sovereign wealth funds,Revenue management,NaN
Côte d'Ivoire,Oil and Gas,SWF financial reporting practice,Sovereign wealth funds,Revenue management,NaN
Côte d'Ivoire,Oil and Gas,SWF financial reporting rules,Sovereign wealth funds,Revenue management,NaN
Côte d'Ivoire,Oil and Gas,SWF investment practice,Sovereign wealth funds,Revenue management,NaN
Côte d'Ivoire,Oil and Gas,SWF investment rules,Sovereign wealth funds,Revenue management,NaN
Côte d'Ivoire,Oil and Gas,Subnational transfer agency rules,Subnational resource revenue sharing,Revenue management,NaN
Côte d'Ivoire,Oil and Gas,Subnational transfer audit practice,Subnational resource revenue sharing,Revenue management,NaN
Côte d'Ivoire,Oil and Gas,Subnational transfer audit rule,Subnational resource revenue sharing,Revenue management,NaN
Côte d'Ivoire,Oil and Gas,Subnational transfer disclosure,Subnational resource revenue sharing,Revenue management,NaN
Côte d'Ivoire,Oil and Gas,Subnational transfer rules,Subnational resource revenue sharing,Revenue management,NaN
Côte d'Ivoire,Oil and Gas,Cadastre,Licensing,Value realization,67.5
Côte d'Ivoire,Oil and Gas,Contract disclosure,Licensing,Value realization,0
Côte d'Ivoire,Oil and Gas,Contract disclosure rules,Licensing,Value realization,100
Côte d'Ivoire,Oil and Gas,Financial interest disclosure practice,Licensing,Value realization,10
Côte d'Ivoire,Oil and Gas,Financial interest disclosure rules,Licensing,Value realization,25
Côte d'Ivoire,Oil and Gas,Post-licensing round practice,Licensing,Value realization,66.66666666666667
Côte d'Ivoire,Oil and Gas,Post-licensing round rules,Licensing,Value realization,75
Côte d'Ivoire,Oil and Gas,Pre-licensing round practice,Licensing,Value realization,0
Côte d'Ivoire,Oil and Gas,Pre-licensing round rules,Licensing,Value realization,50
Côte d'Ivoire,Oil and Gas,Reserves disclosure,Licensing,Value realization,0
Côte d'Ivoire,Oil and Gas,Compensation to land users and owners rules,Local impact,Value realization,50
Côte d'Ivoire,Oil and Gas,EIA/SIA disclosure,Local impact,Value realization,100
Côte d'Ivoire,Oil and Gas,EIA/SIA rules,Local impact,Value realization,50
Côte d'Ivoire,Oil and Gas,Environmental compliance practice,Local impact,Value realization,NaN
Côte d'Ivoire,Oil and Gas,Environmental compliance rules,Local impact,Value realization,100
Côte d'Ivoire,Oil and Gas,Environmental mitigation plan disclosure,Local impact,Value realization,100
Côte d'Ivoire,Oil and Gas,Environmental mitigation plan rules,Local impact,Value realization,50
Côte d'Ivoire,Oil and Gas,Commodity sale disclosures,State-owned enterprises,Value realization,25
Côte d'Ivoire,Oil and Gas,Commodity sale rules,State-owned enterprises,Value realization,50
Côte d'Ivoire,Oil and Gas,SOE corporate governance practice,State-owned enterprises,Value realization,10
Côte d'Ivoire,Oil and Gas,SOE financial reporting practice,State-owned enterprises,Value realization,96
Côte d'Ivoire,Oil and Gas,SOE financial reporting rules,State-owned enterprises,Value realization,100
Côte d'Ivoire,Oil and Gas,SOE joint ventures and subsidiaries disclosure,State-owned enterprises,Value realization,80
Côte d'Ivoire,Oil and Gas,SOE non-operational activity practice,State-owned enterprises,Value realization,35
Côte d'Ivoire,Oil and Gas,SOE production disclosure,State-owned enterprises,Value realization,80
Côte d'Ivoire,Oil and Gas,SOE-government transfers disclosure,State-owned enterprises,Value realization,80
Côte d'Ivoire,Oil and Gas,SOE-government transfers rules,State-owned enterprises,Value realization,50
Côte d'Ivoire,Oil and Gas,Company payment disclosure,Taxation,Value realization,76.66666666666667
Côte d'Ivoire,Oil and Gas,Company payment rules,Taxation,Value realization,100
Côte d'Ivoire,Oil and Gas,EITI affiliation and reporting,Taxation,Value realization,70
Côte d'Ivoire,Oil and Gas,Export disclosure,Taxation,Value realization,76.66666666666667
Côte d'Ivoire,Oil and Gas,Production disclosure,Taxation,Value realization,76.66666666666667
Côte d'Ivoire,Oil and Gas,Tax authority practice,Taxation,Value realization,0
Côte d'Ivoire,Oil and Gas,Tax authority rules,Taxation,Value realization,33.333333333333336
Côte d'Ivoire,Oil and Gas,Taxation rules,Taxation,Value realization,80
Cuba,Oil and Gas,Control of corruption,Control of corruption,Enabling environment,84.1
Cuba,Oil and Gas,Government effectiveness,Government effectiveness,Enabling environment,74.3
Cuba,Oil and Gas,Open data inventory,Open data,Enabling environment,72.9
Cuba,Oil and Gas,Political stability and absence of violence,Political stability and absence of violence,Enabling environment,87.8
Cuba,Oil and Gas,Regulatory quality,Regulatory quality,Enabling environment,15.8
Cuba,Oil and Gas,Rule of law,Rule of law,Enabling environment,50
Cuba,Oil and Gas,Voice and accountability,Voice and accountability,Enabling environment,12.1
Cuba,Oil and Gas,Fiscal rule practice,National budgeting,Revenue management,0
Cuba,Oil and Gas,Fiscal rules,National budgeting,Revenue management,0
Cuba,Oil and Gas,National budget disclosure,National budgeting,Revenue management,25
Cuba,Oil and Gas,National debt disclosure,National budgeting,Revenue management,90
Cuba,Oil and Gas,Online data portal,National budgeting,Revenue management,0
Cuba,Oil and Gas,SWF deposit and withdrawal practice,Sovereign wealth funds,Revenue management,NaN
Cuba,Oil and Gas,SWF deposit and withdrawal rules,Sovereign wealth funds,Revenue management,NaN
Cuba,Oil and Gas,SWF financial reporting practice,Sovereign wealth funds,Revenue management,NaN
Cuba,Oil and Gas,SWF financial reporting rules,Sovereign wealth funds,Revenue management,NaN
Cuba,Oil and Gas,SWF investment practice,Sovereign wealth funds,Revenue management,NaN
Cuba,Oil and Gas,SWF investment rules,Sovereign wealth funds,Revenue management,NaN
Cuba,Oil and Gas,Subnational transfer agency rules,Subnational resource revenue sharing,Revenue management,NaN
Cuba,Oil and Gas,Subnational transfer audit practice,Subnational resource revenue sharing,Revenue management,NaN
Cuba,Oil and Gas,Subnational transfer audit rule,Subnational resource revenue sharing,Revenue management,NaN
Cuba,Oil and Gas,Subnational transfer disclosure,Subnational resource revenue sharing,Revenue management,NaN
Cuba,Oil and Gas,Subnational transfer rules,Subnational resource revenue sharing,Revenue management,NaN
Cuba,Oil and Gas,Cadastre,Licensing,Value realization,0
Cuba,Oil and Gas,Contract disclosure,Licensing,Value realization,0
Cuba,Oil and Gas,Contract disclosure rules,Licensing,Value realization,0
Cuba,Oil and Gas,Financial interest disclosure practice,Licensing,Value realization,NaN
Cuba,Oil and Gas,Financial interest disclosure rules,Licensing,Value realization,10
Cuba,Oil and Gas,Post-licensing round practice,Licensing,Value realization,13.333333333333334
Cuba,Oil and Gas,Post-licensing round rules,Licensing,Value realization,0
Cuba,Oil and Gas,Pre-licensing round practice,Licensing,Value realization,50
Cuba,Oil and Gas,Pre-licensing round rules,Licensing,Value realization,75
Cuba,Oil and Gas,Reserves disclosure,Licensing,Value realization,0
Cuba,Oil and Gas,Compensation to land users and owners rules,Local impact,Value realization,50
Cuba,Oil and Gas,EIA/SIA disclosure,Local impact,Value realization,20
Cuba,Oil and Gas,EIA/SIA rules,Local impact,Value realization,25
Cuba,Oil and Gas,Environmental compliance practice,Local impact,Value realization,NaN
Cuba,Oil and Gas,Environmental compliance rules,Local impact,Value realization,100
Cuba,Oil and Gas,Environmental mitigation plan disclosure,Local impact,Value realization,0
Cuba,Oil and Gas,Environmental mitigation plan rules,Local impact,Value realization,50
Cuba,Oil and Gas,Commodity sale disclosures,State-owned enterprises,Value realization,NaN
Cuba,Oil and Gas,Commodity sale rules,State-owned enterprises,Value realization,0
Cuba,Oil and Gas,SOE corporate governance practice,State-owned enterprises,Value realization,10
Cuba,Oil and Gas,SOE financial reporting practice,State-owned enterprises,Value realization,0
Cuba,Oil and Gas,SOE financial reporting rules,State-owned enterprises,Value realization,0
Cuba,Oil and Gas,SOE joint ventures and subsidiaries disclosure,State-owned enterprises,Value realization,40
Cuba,Oil and Gas,SOE non-operational activity practice,State-owned enterprises,Value realization,100
Cuba,Oil and Gas,SOE production disclosure,State-owned enterprises,Value realization,100
Cuba,Oil and Gas,SOE-government transfers disclosure,State-owned enterprises,Value realization,0
Cuba,Oil and Gas,SOE-government transfers rules,State-owned enterprises,Value realization,100
Cuba,Oil and Gas,Company payment disclosure,Taxation,Value realization,0
Cuba,Oil and Gas,Company payment rules,Taxation,Value realization,0
Cuba,Oil and Gas,EITI affiliation and reporting,Taxation,Value realization,30
Cuba,Oil and Gas,Export disclosure,Taxation,Value realization,NaN
Cuba,Oil and Gas,Production disclosure,Taxation,Value realization,60
Cuba,Oil and Gas,Tax authority practice,Taxation,Value realization,0
Cuba,Oil and Gas,Tax authority rules,Taxation,Value realization,0
Cuba,Oil and Gas,Taxation rules,Taxation,Value realization,50
Democratic Republic of Congo,Mining,Control of corruption,Control of corruption,Enabling environment,17
Democratic Republic of Congo,Mining,Government effectiveness,Government effectiveness,Enabling environment,4.8
Democratic Republic of Congo,Mining,Open data inventory,Open data,Enabling environment,16.4
Democratic Republic of Congo,Mining,Political stability and absence of violence,Political stability and absence of violence,Enabling environment,7.3
Democratic Republic of Congo,Mining,Regulatory quality,Regulatory quality,Enabling environment,12.1
Democratic Republic of Congo,Mining,Rule of law,Rule of law,Enabling environment,6
Democratic Republic of Congo,Mining,Voice and accountability,Voice and accountability,Enabling environment,21.9
Democratic Republic of Congo,Mining,Fiscal rule practice,National budgeting,Revenue management,0
Democratic Republic of Congo,Mining,Fiscal rules,National budgeting,Revenue management,0
Democratic Republic of Congo,Mining,National budget disclosure,National budgeting,Revenue management,75
Democratic Republic of Congo,Mining,National debt disclosure,National budgeting,Revenue management,90
Democratic Republic of Congo,Mining,Online data portal,National budgeting,Revenue management,0
Democratic Republic of Congo,Mining,SWF deposit and withdrawal practice,Sovereign wealth funds,Revenue management,NaN
Democratic Republic of Congo,Mining,SWF deposit and withdrawal rules,Sovereign wealth funds,Revenue management,NaN
Democratic Republic of Congo,Mining,SWF financial reporting practice,Sovereign wealth funds,Revenue management,NaN
Democratic Republic of Congo,Mining,SWF financial reporting rules,Sovereign wealth funds,Revenue management,NaN
Democratic Republic of Congo,Mining,SWF investment practice,Sovereign wealth funds,Revenue management,NaN
Democratic Republic of Congo,Mining,SWF investment rules,Sovereign wealth funds,Revenue management,NaN
Democratic Republic of Congo,Mining,Subnational transfer agency rules,Subnational resource revenue sharing,Revenue management,77.7
Democratic Republic of Congo,Mining,Subnational transfer audit practice,Subnational resource revenue sharing,Revenue management,0
Democratic Republic of Congo,Mining,Subnational transfer audit rule,Subnational resource revenue sharing,Revenue management,0
Democratic Republic of Congo,Mining,Subnational transfer disclosure,Subnational resource revenue sharing,Revenue management,25.900000000000002
Democratic Republic of Congo,Mining,Subnational transfer rules,Subnational resource revenue sharing,Revenue management,77.7
Democratic Republic of Congo,Mining,Cadastre,Licensing,Value realization,50
Democratic Republic of Congo,Mining,Contract disclosure,Licensing,Value realization,50
Democratic Republic of Congo,Mining,Contract disclosure rules,Licensing,Value realization,100
Democratic Republic of Congo,Mining,Financial interest disclosure practice,Licensing,Value realization,10
Democratic Republic of Congo,Mining,Financial interest disclosure rules,Licensing,Value realization,35
Democratic Republic of Congo,Mining,Post-licensing round practice,Licensing,Value realization,83.33333333333333
Democratic Republic of Congo,Mining,Post-licensing round rules,Licensing,Value realization,100
Democratic Republic of Congo,Mining,Pre-licensing round practice,Licensing,Value realization,100
Democratic Republic of Congo,Mining,Pre-licensing round rules,Licensing,Value realization,50
Democratic Republic of Congo,Mining,Reserves disclosure,Licensing,Value realization,65
Democratic Republic of Congo,Mining,Compensation to land users and owners rules,Local impact,Value realization,50
Democratic Republic of Congo,Mining,EIA/SIA disclosure,Local impact,Value realization,0
Democratic Republic of Congo,Mining,EIA/SIA rules,Local impact,Value realization,50
Democratic Republic of Congo,Mining,Environmental compliance practice,Local impact,Value realization,NaN
Democratic Republic of Congo,Mining,Environmental compliance rules,Local impact,Value realization,100
Democratic Republic of Congo,Mining,Environmental mitigation plan disclosure,Local impact,Value realization,0
Democratic Republic of Congo,Mining,Environmental mitigation plan rules,Local impact,Value realization,50
Democratic Republic of Congo,Mining,Commodity sale disclosures,State-owned enterprises,Value realization,12.5
Democratic Republic of Congo,Mining,Commodity sale rules,State-owned enterprises,Value realization,0
Democratic Republic of Congo,Mining,SOE corporate governance practice,State-owned enterprises,Value realization,50
Democratic Republic of Congo,Mining,SOE financial reporting practice,State-owned enterprises,Value realization,0
Democratic Republic of Congo,Mining,SOE financial reporting rules,State-owned enterprises,Value realization,0
Democratic Republic of Congo,Mining,SOE joint ventures and subsidiaries disclosure,State-owned enterprises,Value realization,32
Democratic Republic of Congo,Mining,SOE non-operational activity practice,State-owned enterprises,Value realization,0
Democratic Republic of Congo,Mining,SOE production disclosure,State-owned enterprises,Value realization,80
Democratic Republic of Congo,Mining,SOE-government transfers disclosure,State-owned enterprises,Value realization,80
Democratic Republic of Congo,Mining,SOE-government transfers rules,State-owned enterprises,Value realization,100
Democratic Republic of Congo,Mining,Company payment disclosure,Taxation,Value realization,83.33333333333333
Democratic Republic of Congo,Mining,Company payment rules,Taxation,Value realization,100
Democratic Republic of Congo,Mining,EITI affiliation and reporting,Taxation,Value realization,70
Democratic Republic of Congo,Mining,Export disclosure,Taxation,Value realization,83.33333333333333
Democratic Republic of Congo,Mining,Production disclosure,Taxation,Value realization,66.66666666666667
Democratic Republic of Congo,Mining,Tax authority practice,Taxation,Value realization,0
Democratic Republic of Congo,Mining,Tax authority rules,Taxation,Value realization,33.333333333333336
Democratic Republic of Congo,Mining,Taxation rules,Taxation,Value realization,100
Democratic Republic of Congo,Oil and Gas,Control of corruption,Control of corruption,Enabling environment,17
Democratic Republic of Congo,Oil and Gas,Government effectiveness,Government effectiveness,Enabling environment,4.8
Democratic Republic of Congo,Oil and Gas,Open data inventory,Open data,Enabling environment,16.4
Democratic Republic of Congo,Oil and Gas,Political stability and absence of violence,Political stability and absence of violence,Enabling environment,7.3
Democratic Republic of Congo,Oil and Gas,Regulatory quality,Regulatory quality,Enabling environment,12.1
Democratic Republic of Congo,Oil and Gas,Rule of law,Rule of law,Enabling environment,6
Democratic Republic of Congo,Oil and Gas,Voice and accountability,Voice and accountability,Enabling environment,21.9
Democratic Republic of Congo,Oil and Gas,Fiscal rule practice,National budgeting,Revenue management,0
Democratic Republic of Congo,Oil and Gas,Fiscal rules,National budgeting,Revenue management,0
Democratic Republic of Congo,Oil and Gas,National budget disclosure,National budgeting,Revenue management,75
Democratic Republic of Congo,Oil and Gas,National debt disclosure,National budgeting,Revenue management,90
Democratic Republic of Congo,Oil and Gas,Online data portal,National budgeting,Revenue management,0
Democratic Republic of Congo,Oil and Gas,SWF deposit and withdrawal practice,Sovereign wealth funds,Revenue management,NaN
Democratic Republic of Congo,Oil and Gas,SWF deposit and withdrawal rules,Sovereign wealth funds,Revenue management,NaN
Democratic Republic of Congo,Oil and Gas,SWF financial reporting practice,Sovereign wealth funds,Revenue management,NaN
Democratic Republic of Congo,Oil and Gas,SWF financial reporting rules,Sovereign wealth funds,Revenue management,NaN
Democratic Republic of Congo,Oil and Gas,SWF investment practice,Sovereign wealth funds,Revenue management,NaN
Democratic Republic of Congo,Oil and Gas,SWF investment rules,Sovereign wealth funds,Revenue management,NaN
Democratic Republic of Congo,Oil and Gas,Subnational transfer agency rules,Subnational resource revenue sharing,Revenue management,0
Democratic Republic of Congo,Oil and Gas,Subnational transfer audit practice,Subnational resource revenue sharing,Revenue management,0
Democratic Republic of Congo,Oil and Gas,Subnational transfer audit rule,Subnational resource revenue sharing,Revenue management,0
Democratic Republic of Congo,Oil and Gas,Subnational transfer disclosure,Subnational resource revenue sharing,Revenue management,0
Democratic Republic of Congo,Oil and Gas,Subnational transfer rules,Subnational resource revenue sharing,Revenue management,38.85
Democratic Republic of Congo,Oil and Gas,Cadastre,Licensing,Value realization,0
Democratic Republic of Congo,Oil and Gas,Contract disclosure,Licensing,Value realization,50
Democratic Republic of Congo,Oil and Gas,Contract disclosure rules,Licensing,Value realization,100
Democratic Republic of Congo,Oil and Gas,Financial interest disclosure practice,Licensing,Value realization,10
Democratic Republic of Congo,Oil and Gas,Financial interest disclosure rules,Licensing,Value realization,35
Democratic Republic of Congo,Oil and Gas,Post-licensing round practice,Licensing,Value realization,50
Democratic Republic of Congo,Oil and Gas,Post-licensing round rules,Licensing,Value realization,50
Democratic Republic of Congo,Oil and Gas,Pre-licensing round practice,Licensing,Value realization,NaN
Democratic Republic of Congo,Oil and Gas,Pre-licensing round rules,Licensing,Value realization,50
Democratic Republic of Congo,Oil and Gas,Reserves disclosure,Licensing,Value realization,65
Democratic Republic of Congo,Oil and Gas,Compensation to land users and owners rules,Local impact,Value realization,0
Democratic Republic of Congo,Oil and Gas,EIA/SIA disclosure,Local impact,Value realization,0
Democratic Republic of Congo,Oil and Gas,EIA/SIA rules,Local impact,Value realization,50
Democratic Republic of Congo,Oil and Gas,Environmental compliance practice,Local impact,Value realization,NaN
Democratic Republic of Congo,Oil and Gas,Environmental compliance rules,Local impact,Value realization,100
Democratic Republic of Congo,Oil and Gas,Environmental mitigation plan disclosure,Local impact,Value realization,0
Democratic Republic of Congo,Oil and Gas,Environmental mitigation plan rules,Local impact,Value realization,50
Democratic Republic of Congo,Oil and Gas,Commodity sale disclosures,State-owned enterprises,Value realization,0
Democratic Republic of Congo,Oil and Gas,Commodity sale rules,State-owned enterprises,Value realization,0
Democratic Republic of Congo,Oil and Gas,SOE corporate governance practice,State-owned enterprises,Value realization,10
Democratic Republic of Congo,Oil and Gas,SOE financial reporting practice,State-owned enterprises,Value realization,0
Democratic Republic of Congo,Oil and Gas,SOE financial reporting rules,State-owned enterprises,Value realization,0
Democratic Republic of Congo,Oil and Gas,SOE joint ventures and subsidiaries disclosure,State-owned enterprises,Value realization,32
Democratic Republic of Congo,Oil and Gas,SOE non-operational activity practice,State-owned enterprises,Value realization,100
Democratic Republic of Congo,Oil and Gas,SOE production disclosure,State-owned enterprises,Value realization,NaN
Democratic Republic of Congo,Oil and Gas,SOE-government transfers disclosure,State-owned enterprises,Value realization,80
Democratic Republic of Congo,Oil and Gas,SOE-government transfers rules,State-owned enterprises,Value realization,0
Democratic Republic of Congo,Oil and Gas,Company payment disclosure,Taxation,Value realization,76.66666666666667
Democratic Republic of Congo,Oil and Gas,Company payment rules,Taxation,Value realization,100
Democratic Republic of Congo,Oil and Gas,EITI affiliation and reporting,Taxation,Value realization,70
Democratic Republic of Congo,Oil and Gas,Export disclosure,Taxation,Value realization,76.66666666666667
Democratic Republic of Congo,Oil and Gas,Production disclosure,Taxation,Value realization,76.66666666666667
Democratic Republic of Congo,Oil and Gas,Tax authority practice,Taxation,Value realization,0
Democratic Republic of Congo,Oil and Gas,Tax authority rules,Taxation,Value realization,66.66666666666667
Democratic Republic of Congo,Oil and Gas,Taxation rules,Taxation,Value realization,100
Ecuador,Oil and Gas,Control of corruption,Control of corruption,Enabling environment,51.2
Ecuador,Oil and Gas,Government effectiveness,Government effectiveness,Enabling environment,56
Ecuador,Oil and Gas,Open Data Barometer,Open data,Enabling environment,64.8
Ecuador,Oil and Gas,Open Data Index,Open data,Enabling environment,67.7
Ecuador,Oil and Gas,Open data inventory,Open data,Enabling environment,90.5
Ecuador,Oil and Gas,Political stability and absence of violence,Political stability and absence of violence,Enabling environment,70.7
Ecuador,Oil and Gas,Regulatory quality,Regulatory quality,Enabling environment,21.9
Ecuador,Oil and Gas,Rule of law,Rule of law,Enabling environment,26.8
Ecuador,Oil and Gas,Voice and accountability,Voice and accountability,Enabling environment,62.1
Ecuador,Oil and Gas,Fiscal rule practice,National budgeting,Revenue management,50
Ecuador,Oil and Gas,Fiscal rules,National budgeting,Revenue management,50
Ecuador,Oil and Gas,National budget disclosure,National budgeting,Revenue management,100
Ecuador,Oil and Gas,National debt disclosure,National budgeting,Revenue management,100
Ecuador,Oil and Gas,Online data portal,National budgeting,Revenue management,0
Ecuador,Oil and Gas,SWF deposit and withdrawal practice,Sovereign wealth funds,Revenue management,NaN
Ecuador,Oil and Gas,SWF deposit and withdrawal rules,Sovereign wealth funds,Revenue management,NaN
Ecuador,Oil and Gas,SWF financial reporting practice,Sovereign wealth funds,Revenue management,NaN
Ecuador,Oil and Gas,SWF financial reporting rules,Sovereign wealth funds,Revenue management,NaN
Ecuador,Oil and Gas,SWF investment practice,Sovereign wealth funds,Revenue management,NaN
Ecuador,Oil and Gas,SWF investment rules,Sovereign wealth funds,Revenue management,NaN
Ecuador,Oil and Gas,Subnational transfer agency rules,Subnational resource revenue sharing,Revenue management,77.7
Ecuador,Oil and Gas,Subnational transfer audit practice,Subnational resource revenue sharing,Revenue management,0
Ecuador,Oil and Gas,Subnational transfer audit rule,Subnational resource revenue sharing,Revenue management,77.7
Ecuador,Oil and Gas,Subnational transfer disclosure,Subnational resource revenue sharing,Revenue management,51.800000000000004
Ecuador,Oil and Gas,Subnational transfer rules,Subnational resource revenue sharing,Revenue management,77.7
Ecuador,Oil and Gas,Cadastre,Licensing,Value realization,0
